"행정구역","2025년11월_계_총인구수","2025년11월_계_연령구간인구수","2025년11월_계_0~4세","2025년11월_계_5~9세","2025년11월_계_10~14세","2025년11월_계_15~19세","2025년11월_계_20~24세","2025년11월_계_25~29세","2025년11월_계_30~34세","2025년11월_계_35~39세","2025년11월_계_40~44세","2025년11월_계_45~49세","2025년11월_계_50~54세","2025년11월_계_55~59세","2025년11월_계_60~64세","2025년11월_계_65~69세","2025년11월_계_70~74세","2025년11월_계_75~79세","2025년11월_계_80~84세","2025년11월_계_85~89세","2025년11월_계_90~94세","2025년11월_계_95~99세","2025년11월_계_100세 이상","2025년11월_남_총인구수","2025년11월_남_연령구간인구수","2025년11월_남_0~4세","2025년11월_남_5~9세","2025년11월_남_10~14세","2025년11월_남_15~19세","2025년11월_남_20~24세","2025년11월_남_25~29세","2025년11월_남_30~34세","2025년11월_남_35~39세","2025년11월_남_40~44세","2025년11월_남_45~49세","2025년11월_남_50~54세","2025년11월_남_55~59세","2025년11월_남_60~64세","2025년11월_남_65~69세","2025년11월_남_70~74세","2025년11월_남_75~79세","2025년11월_남_80~84세","2025년11월_남_85~89세","2025년11월_남_90~94세","2025년11월_남_95~99세","2025년11월_남_100세 이상","2025년11월_여_총인구수","2025년11월_여_연령구간인구수","2025년11월_여_0~4세","2025년11월_여_5~9세","2025년11월_여_10~14세","2025년11월_여_15~19세","2025년11월_여_20~24세","2025년11월_여_25~29세","2025년11월_여_30~34세","2025년11월_여_35~39세","2025년11월_여_40~44세","2025년11월_여_45~49세","2025년11월_여_50~54세","2025년11월_여_55~59세","2025년11월_여_60~64세","2025년11월_여_65~69세","2025년11월_여_70~74세","2025년11월_여_75~79세","2025년11월_여_80~84세","2025년11월_여_85~89세","2025년11월_여_90~94세","2025년11월_여_95~99세","2025년11월_여_100세 이상"
"경상북도 영천시 (4723000000)","95,524","95,524","1,987","2,178","2,770","3,185","2,900","3,643","3,946","3,890","4,802","5,392","7,466","9,224","10,246","10,480","8,215","6,136","4,764","2,969","1,133","183","15","48,871","48,871","1,021","1,126","1,432","1,705","1,715","2,142","2,238","2,068","2,664","3,003","4,106","4,961","5,472","5,389","3,971","2,900","1,749","903","271","32","3","46,653","46,653","966","1,052","1,338","1,480","1,185","1,501","1,708","1,822","2,138","2,389","3,360","4,263","4,774","5,091","4,244","3,236","3,015","2,066","862","151","12"
"경상북도 상주시 (4725000000)","90,039","90,039","1,449","2,047","3,057","3,790","2,867","3,018","2,919","3,090","4,225","4,922","6,759","7,911","9,445","10,297","7,776","6,023","4,965","3,640","1,481","319","39","44,487","44,487","761","1,031","1,643","2,021","1,674","1,707","1,625","1,666","2,254","2,597","3,592","4,248","4,901","5,178","3,676","2,738","1,752","1,032","352","37","2","45,552","45,552","688","1,016","1,414","1,769","1,193","1,311","1,294","1,424","1,971","2,325","3,167","3,663","4,544","5,119","4,100","3,285","3,213","2,608","1,129","282","37"
"경상북도 문경시 (4728000000)","65,555","65,555","998","1,539","2,321","2,553","2,125","2,381","2,141","2,265","3,126","3,828","4,908","5,820","6,845","7,415","5,681","4,411","3,585","2,445","941","193","34","32,238","32,238","509","781","1,226","1,402","1,216","1,325","1,171","1,218","1,616","2,023","2,625","3,056","3,499","3,707","2,648","1,955","1,319","730","183","25","4","33,317","33,317","489","758","1,095","1,151","909","1,056","970","1,047","1,510","1,805","2,283","2,764","3,346","3,708","3,033","2,456","2,266","1,715","758","168","30"
"경상북도 경산시 (4729000000)","264,416","264,416","6,077","8,455","11,436","11,478","17,404","16,297","16,126","14,417","17,515","19,193","22,861","23,294","22,147","19,903","14,211","10,197","7,199","4,339","1,569","267","31","132,781","132,781","3,067","4,268","5,831","5,847","9,111","9,322","8,952","7,820","9,151","9,851","11,463","11,623","10,985","9,757","6,609","4,542","2,794","1,357","385","40","6","131,635","131,635","3,010","4,187","5,605","5,631","8,293","6,975","7,174","6,597","8,364","9,342","11,398","11,671","11,162","10,146","7,602","5,655","4,405","2,982","1,184","227","25"
"경상북도 의성군 (4773000000)","47,853","47,853","612","659","884","1,161","876","1,082","1,237","1,329","1,708","2,034","2,881","4,192","5,683","6,613","5,471","4,013","3,598","2,569","1,048","185","18","24,008","24,008","322","345","452","681","527","610","706","776","977","1,207","1,691","2,406","2,981","3,477","2,664","1,809","1,326","766","256","28","1","23,845","23,845","290","314","432","480","349","472","531","553","731","827","1,190","1,786","2,702","3,136","2,807","2,204","2,272","1,803","792","157","17"
"경상북도 청송군 (4775000000)","23,391","23,391","329","373","492","498","485","695","712","739","861","1,011","1,501","2,227","2,882","3,092","2,425","1,815","1,638","1,110","402","95","9","11,805","11,805","178","190","253","258","277","403","459","438","483","582","882","1,209","1,538","1,558","1,189","845","589","358","101","14","1","11,586","11,586","151","183","239","240","208","292","253","301","378","429","619","1,018","1,344","1,534","1,236","970","1,049","752","301","81","8"
"경상북도 영양군 (4776000000)","15,793","15,793","154","263","402","494","407","467","443","473","571","773","1,103","1,531","1,906","1,922","1,529","1,136","1,126","748","270","61","14","7,877","7,877","62","147","224","242","224","260","256","251","320","449","651","879","1,013","966","733","519","392","222","56","11","0","7,916","7,916","92","116","178","252","183","207","187","222","251","324","452","652","893","956","796","617","734","526","214","50","14"
"경상북도 영덕군 (4777000000)","32,711","32,711","394","566","850","891","735","848","930","887","1,345","1,642","2,286","3,035","3,603","3,940","3,306","2,579","2,477","1,634","634","116","13","15,706","15,706","203","266","448","472","437","479","547","462","682","873","1,299","1,677","1,855","1,937","1,521","1,112","813","468","136","17","2","17,005","17,005","191","300","402","419","298","369","383","425","663","769","987","1,358","1,748","2,003","1,785","1,467","1,664","1,166","498","99","11"
"경상북도 청도군 (4782000000)","40,109","40,109","464","545","898","1,085","813","933","1,047","1,078","1,599","1,966","2,715","3,572","4,829","5,509","4,516","3,294","2,454","1,848","782","140","22","20,014","20,014","223","292","446","552","465","537","582","586","849","1,128","1,536","1,904","2,578","2,896","2,168","1,579","946","553","173","19","2","20,095","20,095","241","253","452","533","348","396","465","492","750","838","1,179","1,668","2,251","2,613","2,348","1,715","1,508","1,295","609","121","20"
"경상북도 고령군 (4783000000)","29,596","29,596","381","470","749","893","804","941","930","914","1,284","1,613","2,367","2,901","3,513","3,698","2,825","2,000","1,601","1,185","444","70","13","15,281","15,281","202","238","399","478","481","538","527","490","710","898","1,338","1,669","1,910","1,965","1,448","922","595","354","104","11","4","14,315","14,315","179","232","350","415","323","403","403","424","574","715","1,029","1,232","1,603","1,733","1,377","1,078","1,006","831","340","59","9"
"경상북도 성주군 (4784000000)","40,719","40,719","655","629","903","1,055","851","1,146","1,393","1,363","1,719","2,101","2,925","3,978","5,312","5,345","4,109","2,978","2,066","1,463","590","129","9","21,324","21,324","327","306","443","569","521","679","823","789","972","1,275","1,719","2,200","2,889","2,916","2,078","1,399","836","443","120","19","1","19,395","19,395","328","323","460","486","330","467","570","574","747","826","1,206","1,778","2,423","2,429","2,031","1,579","1,230","1,020","470","110","8"
"경상북도 칠곡군 (4785000000)","104,988","104,988","1,627","3,449","5,206","5,211","4,062","4,549","4,682","5,317","7,995","9,524","10,746","10,395","9,392","7,974","5,301","3,741","2,886","1,978","784","143","26","55,265","55,265","822","1,746","2,717","2,741","2,426","2,769","2,678","2,873","4,395","5,105","5,843","5,598","5,171","4,194","2,616","1,750","1,013","576","201","26","5","49,723","49,723","805","1,703","2,489","2,470","1,636","1,780","2,004","2,444","3,600","4,419","4,903","4,797","4,221","3,780","2,685","1,991","1,873","1,402","583","117","21"
"경상북도 예천군 (4790000000)","53,886","53,886","1,479","2,072","2,560","2,151","1,478","1,696","2,268","2,665","3,268","3,543","3,608","3,889","4,646","5,210","4,269","3,083","2,771","2,138","893","185","14","26,655","26,655","743","1,022","1,315","1,136","886","937","1,172","1,371","1,596","1,883","2,032","2,072","2,375","2,693","2,056","1,393","1,070","653","229","19","2","27,231","27,231","736","1,050","1,245","1,015","592","759","1,096","1,294","1,672","1,660","1,576","1,817","2,271","2,517","2,213","1,690","1,701","1,485","664","166","12"
"경상북도 봉화군 (4792000000)","28,315","28,315","289","466","708","949","628","642","631","739","1,007","1,293","1,926","2,685","3,513","3,809","2,920","2,135","1,877","1,385","566","126","21","14,461","14,461","164","247","377","461","384","394","373","412","548","756","1,159","1,470","1,905","2,023","1,463","1,031","684","433","145","29","3","13,854","13,854","125","219","331","488","244","248","258","327","459","537","767","1,215","1,608","1,786","1,457","1,104","1,193","952","421","97","18"
"경상북도 울진군 (4793000000)","45,911","45,911","937","1,150","1,514","1,620","1,507","2,019","2,114","1,869","2,217","2,846","3,713","4,307","4,682","4,677","3,328","2,551","2,328","1,656","692","161","23","23,409","23,409","513","583","786","892","856","1,256","1,246","1,055","1,145","1,536","2,088","2,419","2,499","2,355","1,590","1,178","815","438","133","25","1","22,502","22,502","424","567","728","728","651","763","868","814","1,072","1,310","1,625","1,888","2,183","2,322","1,738","1,373","1,513","1,218","559","136","22"
"경상북도 울릉군 (4794000000)","8,715","8,715","103","133","207","216","251","396","428","353","501","574","834","913","1,017","981","686","483","341","188","92","17","1","4,916","4,916","54","69","103","111","153","279","275","232","308","338","532","549","585","526","360","218","133","63","25","3","0","3,799","3,799","49","64","104","105","98","117","153","121","193","236","302","364","432","455","326","265","208","125","67","14","1"
"경상남도  (4800000000)","3,208,860","3,208,860","70,247","109,728","157,271","157,217","132,708","157,496","173,569","169,229","226,332","250,950","282,554","297,293","282,373","263,978","182,941","125,035","89,010","55,303","20,848","4,270","508","1,618,023","1,618,023","36,065","56,514","81,067","81,831","75,452","88,489","94,564","89,241","116,576","129,223","145,034","151,386","142,799","131,166","87,489","56,635","33,376","16,042","4,412","604","58","1,590,837","1,590,837","34,182","53,214","76,204","75,386","57,256","69,007","79,005","79,988","109,756","121,727","137,520","145,907","139,574","132,812","95,452","68,400","55,634","39,261","16,436","3,666","450"
"경상남도 창원시 (4812000000)","991,634","991,634","23,222","34,393","48,417","47,089","42,914","55,775","61,212","57,786","73,022","78,636","85,899","91,513","87,294","79,191","53,211","33,775","21,223","11,893","4,254","831","84","501,715","501,715","11,779","17,670","25,034","24,439","24,237","31,804","33,599","30,798","37,841","40,425","43,105","45,122","43,042","38,654","25,412","15,519","8,444","3,736","928","117","10","489,919","489,919","11,443","16,723","23,383","22,650","18,677","23,971","27,613","26,988","35,181","38,211","42,794","46,391","44,252","40,537","27,799","18,256","12,779","8,157","3,326","714","74"
"경상남도 창원시 의창구 (4812100000)","207,451","207,451","4,860","7,277","9,723","9,226","9,013","12,412","13,403","11,961","15,184","15,535","17,615","20,356","19,673","17,044","10,725","6,321","3,889","2,219","833","164","18","105,497","105,497","2,495","3,674","4,971","4,808","5,077","7,095","7,372","6,380","7,855","7,999","8,845","9,788","9,904","8,549","5,271","3,035","1,549","636","171","20","3","101,954","101,954","2,365","3,603","4,752","4,418","3,936","5,317","6,031","5,581","7,329","7,536","8,770","10,568","9,769","8,495","5,454","3,286","2,340","1,583","662","144","15"
"경상남도 창원시 성산구 (4812300000)","246,509","246,509","6,827","8,967","11,946","12,094","11,289","17,095","18,907","17,220","17,966","19,023","22,021","24,887","23,080","16,943","8,753","4,637","2,578","1,529","610","125","12","125,740","125,740","3,438","4,581","6,175","6,296","6,337","9,835","10,394","9,276","9,219","9,446","10,356","11,688","11,425","8,911","4,466","2,271","1,036","458","116","15","1","120,769","120,769","3,389","4,386","5,771","5,798","4,952","7,260","8,513","7,944","8,747","9,577","11,665","13,199","11,655","8,032","4,287","2,366","1,542","1,071","494","110","11"
"경상남도 창원시 마산합포구 (4812500000)","175,946","175,946","3,850","5,758","8,089","7,079","7,015","8,196","9,216","9,324","12,752","13,099","13,595","14,761","15,136","16,365","12,549","8,726","5,839","3,189","1,150","230","28","87,160","87,160","1,912","3,034","4,150","3,634","3,958","4,567","4,885","4,919","6,660","6,942","6,983","7,441","7,220","7,639","5,764","3,880","2,272","999","264","33","4","88,786","88,786","1,938","2,724","3,939","3,445","3,057","3,629","4,331","4,405","6,092","6,157","6,612","7,320","7,916","8,726","6,785","4,846","3,567","2,190","886","197","24"
"경상남도 창원시 마산회원구 (4812700000)","176,744","176,744","3,372","5,200","7,972","8,356","7,516","8,627","9,347","8,928","11,813","13,728","15,418","16,728","16,065","15,737","11,815","7,895","4,805","2,488","782","143","9","87,958","87,958","1,731","2,649","4,159","4,365","4,149","4,781","5,028","4,736","6,158","6,998","7,700","8,398","7,830","7,287","5,454","3,521","1,977","844","174","18","1","88,786","88,786","1,641","2,551","3,813","3,991","3,367","3,846","4,319","4,192","5,655","6,730","7,718","8,330","8,235","8,450","6,361","4,374","2,828","1,644","608","125","8"
"경상남도 창원시 진해구 (4812900000)","184,984","184,984","4,313","7,191","10,687","10,334","8,081","9,445","10,339","10,353","15,307","17,251","17,250","14,781","13,340","13,102","9,369","6,196","4,112","2,468","879","169","17","95,360","95,360","2,203","3,732","5,579","5,336","4,716","5,526","5,920","5,487","7,949","9,040","9,221","7,807","6,663","6,268","4,457","2,812","1,610","799","203","31","1","89,624","89,624","2,110","3,459","5,108","4,998","3,365","3,919","4,419","4,866","7,358","8,211","8,029","6,974","6,677","6,834","4,912","3,384","2,502","1,669","676","138","16"
"경상남도 진주시 (4817000000)","336,343","336,343","8,671","11,982","16,698","16,763","18,223","19,485","20,448","18,757","22,624","24,792","28,169","29,198","26,817","25,295","18,015","13,071","9,256","5,524","2,072","424","59","166,158","166,158","4,470","6,174","8,718","8,709","10,056","10,734","10,973","9,842","11,098","12,283","14,053","14,431","13,039","12,033","8,195","5,724","3,531","1,598","426","64","7","170,185","170,185","4,201","5,808","7,980","8,054","8,167","8,751","9,475","8,915","11,526","12,509","14,116","14,767","13,778","13,262","9,820","7,347","5,725","3,926","1,646","360","52"
"경상남도 통영시 (4822000000)","116,777","116,777","1,715","3,252","5,877","6,323","4,584","4,037","4,080","4,833","7,876","9,708","10,784","10,969","10,903","11,289","8,149","5,572","3,841","2,095","738","140","12","58,671","58,671","880","1,638","2,977","3,259","2,667","2,260","2,162","2,501","4,015","5,154","5,821","5,756","5,425","5,471","3,888","2,577","1,466","586","147","19","2","58,106","58,106","835","1,614","2,900","3,064","1,917","1,777","1,918","2,332","3,861","4,554","4,963","5,213","5,478","5,818","4,261","2,995","2,375","1,509","591","121","10"
"경상남도 사천시 (4824000000)","107,970","107,970","2,144","3,201","4,874","5,228","3,921","4,968","5,460","4,873","6,924","8,477","9,663","9,823","9,205","9,092","7,026","5,365","4,036","2,526","948","197","19","54,809","54,809","1,115","1,674","2,536","2,714","2,353","3,028","3,239","2,659","3,599","4,414","5,156","5,197","4,743","4,379","3,273","2,355","1,431","720","200","24","0","53,161","53,161","1,029","1,527","2,338","2,514","1,568","1,940","2,221","2,214","3,325","4,063","4,507","4,626","4,462","4,713","3,753","3,010","2,605","1,806","748","173","19"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,064","533,064","13,546","20,913","29,407","29,687","25,172","29,114","33,250","31,110","40,788","45,838","52,731","51,978","43,251","34,376","21,191","13,841","9,337","5,271","1,862","359","42","269,567","269,567","6,977","10,789","14,917","15,252","14,204","15,918","17,699","16,312","20,828","22,825","26,120","26,214","22,343","17,474","10,170","6,020","3,509","1,530","412","49","5","263,497","263,497","6,569","10,124","14,490","14,435","10,968","13,196","15,551","14,798","19,960","23,013","26,611","25,764","20,908","16,902","11,021","7,821","5,828","3,741","1,450","310","37"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","99,347","99,347","1,369","2,307","3,237","3,730","3,020","3,565","3,885","3,640","5,120","5,934","7,489","9,131","10,771","11,908","9,047","6,185","4,716","2,936","1,139","194","24","49,281","49,281","704","1,159","1,683","1,977","1,805","2,063","2,249","1,931","2,719","3,137","3,937","4,635","5,427","5,872","4,321","2,796","1,756","826","254","26","4","50,066","50,066","665","1,148","1,554","1,753","1,215","1,502","1,636","1,709","2,401","2,797","3,552","4,496","5,344","6,036","4,726","3,389","2,960","2,110","885","168","20"
"경상남도 거제시 (4831000000)","231,359","231,359","4,805","9,845","15,266","13,713","8,883","9,674","10,140","12,789","21,594","23,036","23,823","21,348","17,612","16,033","9,840","5,884","3,796","2,151","901","197","29","121,522","121,522","2,474","5,107","7,871","7,157","5,302","5,447","5,568","6,590","11,424","12,494","12,999","11,655","9,055","8,288","4,879","2,920","1,458","613","193","25","3","109,837","109,837","2,331","4,738","7,395","6,556","3,581","4,227","4,572","6,199","10,170","10,542","10,824","9,693","8,557","7,745","4,961","2,964","2,338","1,538","708","172","26"
"경상남도 양산시 (4833000000)","361,019","361,019","9,782","15,361","19,749","17,717","14,285","17,883","22,294","22,532","29,510","30,989","31,701","31,876","28,863","25,757","17,445","11,428","7,763","4,302","1,433","309","40","180,815","180,815","5,045","7,902","10,094","9,049","7,787","9,509","11,680","11,654","15,246","15,820","15,982","15,740","14,606","12,512","8,196","5,110","3,114","1,341","369","49","10","180,204","180,204","4,737","7,459","9,655","8,668","6,498","8,374","10,614","10,878","14,264","15,169","15,719","16,136","14,257","13,245","9,249","6,318","4,649","2,961","1,064","260","30"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,627","24,627","289","403","612","669","614","669","682","706","956","1,208","1,709","2,364","2,827","3,151","2,407","1,814","1,649","1,253","524","103","18","12,350","12,350","166","204","345","360","392","408","384","361","486","702","972","1,320","1,557","1,715","1,228","826","500","317","91","12","4","12,277","12,277","123","199","267","309","222","261","298","345","470","506","737","1,044","1,270","1,436","1,179","988","1,149","936","433","91","14"
"경상남도 함안군 (4873000000)","57,625","57,625","699","1,410","2,411","2,809","1,816","1,873","1,877","1,982","3,092","4,080","4,896","5,513","5,942","6,288","4,587","3,245","2,505","1,776","670","147","7","29,594","29,594","366","750","1,220","1,467","1,129","1,134","1,110","1,025","1,562","2,153","2,735","3,076","3,142","3,361","2,321","1,551","869","475","133","14","1","28,031","28,031","333","660","1,191","1,342","687","739","767","957","1,530","1,927","2,161","2,437","2,800","2,927","2,266","1,694","1,636","1,301","537","133","6"
"경상남도 창녕군 (4874000000)","54,836","54,836","654","1,151","1,698","2,005","1,290","1,521","1,741","1,862","2,544","3,001","3,990","5,186","6,227","6,876","5,123","3,817","3,073","2,089","808","168","12","27,599","27,599","371","602","877","1,066","793","903","1,020","1,069","1,358","1,690","2,230","2,869","3,187","3,547","2,481","1,728","1,068","562","160","17","1","27,237","27,237","283","549","821","939","497","618","721","793","1,186","1,311","1,760","2,317","3,040","3,329","2,642","2,089","2,005","1,527","648","151","11"
"경상남도 고성군 (4882000000)","47,094","47,094","409","829","1,705","2,094","1,284","1,377","1,229","1,293","2,273","2,744","3,678","4,552","5,220","5,477","4,352","3,281","2,574","1,804","745","163","11","23,893","23,893","209","439","871","1,220","750","830","725","699","1,231","1,512","2,013","2,530","2,768","2,816","2,091","1,524","959","523","157","26","0","23,201","23,201","200","390","834","874","534","547","504","594","1,042","1,232","1,665","2,022","2,452","2,661","2,261","1,757","1,615","1,281","588","137","11"
"경상남도 남해군 (4884000000)","40,437","40,437","389","674","1,162","1,524","1,118","1,186","1,093","1,042","1,535","2,033","2,964","3,656","4,451","4,707","3,810","3,249","2,628","2,029","935","223","29","19,739","19,739","191","340","677","808","677","727","659","562","763","1,071","1,604","1,998","2,277","2,409","1,765","1,494","956","560","169","31","1","20,698","20,698","198","334","485","716","441","459","434","480","772","962","1,360","1,658","2,174","2,298","2,045","1,755","1,672","1,469","766","192","28"
"경상남도 하동군 (4885000000)","40,040","40,040","413","671","980","1,203","955","1,086","1,072","1,044","1,462","1,884","3,033","4,144","4,762","5,086","3,861","2,976","2,524","1,873","783","202","26","20,131","20,131","214","335","530","641","552","682","611","578","781","1,043","1,690","2,311","2,496","2,707","1,936","1,360","917","540","170","36","1","19,909","19,909","199","336","450","562","403","404","461","466","681","841","1,343","1,833","2,266","2,379","1,925","1,616","1,607","1,333","613","166","25"
"경상남도 산청군 (4886000000)","32,766","32,766","327","459","732","986","771","855","808","838","1,109","1,459","2,315","3,438","4,048","4,236","3,342","2,458","2,146","1,615","665","133","26","16,272","16,272","161","224","416","531","444","503","460","437","604","796","1,282","1,835","2,165","2,201","1,742","1,164","745","428","120","12","2","16,494","16,494","166","235","316","455","327","352","348","401","505","663","1,033","1,603","1,883","2,035","1,600","1,294","1,401","1,187","545","121","24"
"경상남도 함양군 (4887000000)","35,506","35,506","393","723","1,103","1,426","939","1,068","1,007","969","1,494","1,787","2,628","3,521","3,889","4,165","3,145","2,504","2,220","1,753","626","128","18","17,372","17,372","193","361","567","772","560","619","576","508","765","919","1,472","1,858","2,079","2,101","1,542","1,099","748","503","108","19","3","18,134","18,134","200","362","536","654","379","449","431","461","729","868","1,156","1,663","1,810","2,064","1,603","1,405","1,472","1,250","518","109","15"
"경상남도 거창군 (4888000000)","59,152","59,152","1,051","1,595","2,422","3,203","2,125","2,292","2,265","2,277","2,992","3,552","4,533","5,419","5,675","5,876","4,385","3,386","2,802","2,226","857","190","29","29,148","29,148","548","845","1,240","1,844","1,274","1,302","1,254","1,204","1,477","1,787","2,395","2,812","2,904","2,905","2,096","1,472","947","606","191","42","3","30,004","30,004","503","750","1,182","1,359","851","990","1,011","1,073","1,515","1,765","2,138","2,607","2,771","2,971","2,289","1,914","1,855","1,620","666","148","26"
"경상남도 합천군 (4889000000)","39,264","39,264","369","559","921","1,048","794","1,068","1,026","896","1,417","1,792","2,549","3,664","4,616","5,175","4,005","3,184","2,921","2,187","888","162","23","19,387","19,387","202","301","494","566","470","618","596","511","779","998","1,468","2,027","2,544","2,721","1,953","1,396","958","578","184","22","1","19,877","19,877","167","258","427","482","324","450","430","385","638","794","1,081","1,637","2,072","2,454","2,052","1,788","1,963","1,609","704","140","22"
"제주특별자치도  (5000000000)","664,922","664,922","17,422","27,008","35,929","34,288","30,106","35,860","40,422","36,530","49,657","52,921","60,328","58,731","52,633","45,618","30,326","23,052","16,928","10,973","4,887","1,105","198","332,145","332,145","8,891","13,808","18,372","17,741","16,462","18,803","20,845","18,267","24,799","26,903","31,102","30,443","26,826","22,581","14,337","10,322","6,835","3,538","1,120","137","13","332,777","332,777","8,531","13,200","17,557","16,547","13,644","17,057","19,577","18,263","24,858","26,018","29,226","28,288","25,807","23,037","15,989","12,730","10,093","7,435","3,767","968","185"
"제주특별자치도 제주시 (5011000000)","485,212","485,212","13,451","20,028","26,735","25,660","23,459","27,758","31,730","27,981","36,913","38,739","44,052","42,295","36,848","31,259","20,664","15,301","11,057","7,235","3,150","759","138","241,756","241,756","6,828","10,244","13,648","13,263","12,658","14,450","16,319","14,071","18,552","19,595","22,296","21,690","18,566","15,403","9,750","6,827","4,472","2,313","720","85","6","243,456","243,456","6,623","9,784","13,087","12,397","10,801","13,308","15,411","13,910","18,361","19,144","21,756","20,605","18,282","15,856","10,914","8,474","6,585","4,922","2,430","674","132"
"제주특별자치도 서귀포시 (5013000000)","179,710","179,710","3,971","6,980","9,194","8,628","6,647","8,102","8,692","8,549","12,744","14,182","16,276","16,436","15,785","14,359","9,662","7,751","5,871","3,738","1,737","346","60","90,389","90,389","2,063","3,564","4,724","4,478","3,804","4,353","4,526","4,196","6,247","7,308","8,806","8,753","8,260","7,178","4,587","3,495","2,363","1,225","400","52","7","89,321","89,321","1,908","3,416","4,470","4,150","2,843","3,749","4,166","4,353","6,497","6,874","7,470","7,683","7,525","7,181","5,075","4,256","3,508","2,513","1,337","294","53"
